area,aspect_ratio,extent,solidity,is_screw
423.0,0.3333333333333333,0.2256,0.5598941098610192,0
987.5,2.6774193548387095,0.38379323746599303,0.7871662016739737,0
1534.0,0.7037037037037037,0.3322503790340048,0.6348024001655287,0
943.0,0.7142857142857143,0.5498542274052478,0.8011894647408666,0
923.0,0.7659574468085106,0.5455082742316785,0.8054101221640488,0
905.0,0.7608695652173914,0.562111801242236,0.80301685891748,0
1065.0,0.6551724137931034,0.48321234119782214,0.7385575589459085,0
762.5,0.9473684210526315,0.5573830409356725,0.8234341252699784,0
853.5,0.7872340425531915,0.4907993099482461,0.7596795727636849,0
222.0,2.8666666666666667,0.34418604651162793,0.6244725738396625,0
933.5,0.5797101449275363,0.3382246376811594,0.571472298745026,0
814.0,0.7608695652173914,0.5055900621118012,0.7719298245614035,0
1058.5,1.9019607843137254,0.21396806145138467,0.6132676709154113,0
1231.0,0.7128712871287128,0.16927942794279427,0.47464815885868517,0
11472.0,1.1417910447761195,0.5595551653497219,0.9227057025657525,0
15722.0,0.9520958083832335,0.5920988212254735,0.9139103644713131,1
17450.5,0.8541666666666666,0.5541952489837398,0.9181091176934814,1
56713.5,0.9093959731543624,0.7022647911042869,0.9384214445271779,1
13283.5,1.0425531914893618,0.6408790466541227,0.9231704774480506,1
8594.5,1.0564516129032258,0.5290876631371584,0.92783115621289,1
10538.0,1.0135135135135136,0.47468468468468467,0.9776870622071717,1
9734.5,0.9272727272727272,0.867602495543672,0.982092413236481,0
7653.5,0.5984251968503937,0.7929444674678823,0.9716879324573097,0
1046.5,1.0238095238095237,0.5794573643410853,0.8153486560186989,1
3202.5,1.1044776119402986,0.6459257765227915,0.824006175221922,1
3535.0,1.0,0.6455441928414901,0.8342182890855457,1
7226.5,2.971014492753623,0.5108872393071757,0.7561077687679832,1
3172.0,7.818181818181818,0.8382663847780126,0.9535547873139937,1
4641.0,3.8333333333333335,0.9341787439613527,0.9822222222222222,1
5220.0,3.372093023255814,0.8372093023255814,0.9680111265646731,1
41122.5,0.8808290155440415,0.313338159097836,0.7779879865676583,1
200715.0,0.6803170409511229,0.5148452629823909,0.8299667128414001,0
92614.0,0.534,0.6937378277153559,0.7734268654223558,0
16580.5,0.5929824561403508,0.34424374545832037,0.7097361042741263,1
18531.0,0.8066037735849056,0.5111717974180735,0.923065428009265,0
119849.5,0.596,0.8043590604026846,0.8337472521356819,0
59802.5,0.7487684729064039,0.4845289408866995,0.8970330148349258,0
65706.5,0.9663608562691132,0.6358775597104479,0.8404945251739664,0
2738.5,0.5542168674698795,0.717260345730749,0.953848833159178,1
9207.0,2.2705882352941176,0.5612313319110027,0.7627371385966366,1
5295.0,1.369047619047619,0.5481366459627329,0.7476701496752329,1
8792.5,5.088888888888889,0.8532265890344493,0.8963249910800755,1
11320.0,1.9823008849557522,0.4472187104930468,0.7002350612396387,1
3563.0,2.488372093023256,0.7743968702455988,0.923535510627268,1
2581.0,2.238095238095238,0.6537487335359676,0.8392131360754349,1
3270.5,2.2045454545454546,0.7662839737582006,0.9372402923054879,1
33675.0,0.9601139601139601,0.2846889345405666,0.800784733369003,1
7163.0,1.5769230769230769,0.7466124661246613,0.9077429983525536,1
39018.5,1.021978021978022,0.5122756574369478,0.7911213389969688,1
30157.0,0.9427312775330396,0.6207954217958747,0.8533389926428976,1
53917.0,0.6095380029806259,0.19646260188967313,0.8209356324464239,1
45843.5,0.7064220183486238,0.21848445132848804,0.8509550238523936,1
21158.0,1.378698224852071,0.5373187393656195,0.8874813867158826,1
45634.5,1.1666666666666667,0.43461428571428573,0.7620101190575584,1
18748.0,0.9935897435897436,0.7753515301902398,0.9922726791574045,0
12929.0,0.910828025477707,0.5758763529464166,0.8884078884078884,1
43030.0,1.3689320388349515,0.32920960621848866,0.9022761346599427,1
3318.0,1.0810810810810811,0.5604729729729729,0.7895300416418798,1
2905.5,1.2916666666666667,0.433915770609319,0.6632804474375071,1
3235.0,1.0,0.742653810835629,0.9125528913963329,1
2455.5,1.3709677419354838,0.4659392789373814,0.6924703891708968,0
2154.0,1.864864864864865,0.8437132784958872,0.9541528239202658,1
6988.0,1.0,0.742693166117547,0.9024342997352618,0
3287.0,2.4186046511627906,0.7350178890876565,0.8792296375551691,1
3025.0,1.5263157894736843,0.6100020165355918,0.7806451612903226,0
2895.5,0.7236842105263158,0.6927033492822966,0.9329788947961979,1
2563.5,1.3333333333333333,0.5917590027700831,0.8382930019620667,0
1105.5,1.3125,0.8225446428571429,0.9667686926104067,1
1178.0,0.8205128205128205,0.9439102564102564,1.0,1
1880.0,1.4090909090909092,0.6891495601173021,0.8476104598737602,1
1422.0,1.0512820512820513,0.8893058161350844,0.9940580216707445,1
5183.0,3.26,0.6359509202453988,0.7803372478169226,1
3210.0,2.3846153846153846,0.8850289495450786,0.964253529588465,1
1708.0,1.5277777777777777,0.8626262626262626,0.9729421817146112,1
