area,aspect_ratio,extent,solidity,is_screw
1665.0,1.0327868852459017,0.4332552693208431,0.8024096385542169,1
640.5,1.0303030303030303,0.570855614973262,0.8702445652173914,1
982.0,0.9024390243902439,0.6473302570863546,0.8870822041553749,1
1917.0,1.0980392156862746,0.6712184873949579,0.9174443646805456,1
2325.5,1.0804597701149425,0.2843604793348007,0.8471766848816029,1
2529.5,1.05,0.3764136904761905,0.9058191584601611,1
2429.0,1.0947368421052632,0.2458502024291498,0.93207981580967,1
994.5,0.94,0.42319148936170214,0.9368817710786622,1
1542.0,1.2264150943396226,0.4476052249637155,0.870940412312906,1
2899.5,1.6195652173913044,0.21151882112634957,0.7874796306355242,1
3297.0,1.2053571428571428,0.21805555555555556,0.8986099754701553,1
3732.0,1.3898305084745763,0.19284828441504753,0.9190986331732546,1
4139.5,1.116504854368932,0.34947235120303927,0.6914724797460954,1
3606.5,1.048,0.2202442748091603,0.8302255985267035,1
2646.0,1.0481927710843373,0.36643124221022016,0.7796110783736004,1
3564.0,1.2688172043010753,0.32476763258611263,0.8681037632444282,1
1064.5,1.1111111111111112,0.4731111111111111,0.9378854625550661,1
4401.0,1.2,0.163,0.7560556605394262,1
4056.0,1.1666666666666667,0.49271137026239065,0.7731605032405643,1
4072.5,1.1688311688311688,0.5876623376623377,0.7639996248006754,1
4064.5,1.1818181818181819,0.5800627943485086,0.7745593139590281,1
1340.0,1.163265306122449,0.4797708557107053,0.7626636311895276,1
2960.5,2.6,0.7116586538461539,0.7710639406172679,1
2915.5,1.380281690140845,0.41901408450704225,0.7768451905142553,1
6927.0,1.0530973451327434,0.5151334870231279,0.7943807339449541,1
1446.5,1.2820512820512822,0.7417948717948718,0.8004980630879911,1
2846.0,1.5147058823529411,0.4063392347230154,0.7784463894967177,1
3424.0,1.2835820895522387,0.5942381117667477,0.8048895157498824,1
4127.0,1.3291139240506329,0.4975286317058469,0.7402026724060622,1
1727.0,1.7380952380952381,0.5632746249184606,0.7912943871706758,1
2628.5,0.8651685393258427,0.3835546475995914,0.7843927185914652,1
4937.0,0.8913043478260869,0.6544273594909862,0.827661357921207,1
1573.5,1.263157894736842,0.8626644736842105,0.9776328052190121,1
2701.5,0.746268656716418,0.8064179104477612,0.9634450784593438,1
2069.0,0.8703703703703703,0.8152088258471237,0.9699953117674637,1
2540.0,0.782051282051282,0.5338377469525011,0.9391754483268626,1
1675.0,0.9433962264150944,0.6320754716981132,0.845532559313478,1
3439.5,0.9036144578313253,0.5525301204819277,0.8334141022534529,1
1182.5,0.7959183673469388,0.6187859759288331,0.9362628661916073,1
720.5,0.9393939393939394,0.7043010752688172,0.9536730641958967,1
1904.5,15.9375,0.4667892156862745,0.6919164396003633,0
1545.5,6.388888888888889,0.7466183574879227,0.9378033980582524,1
8170.5,4.568627450980392,0.6875788942186316,0.8060872138910813,1
838.0,3.263157894736842,0.7113752122241087,0.9039913700107874,1
3519.5,2.0789473684210527,0.2930962691538974,0.48581682655807856,1
229.0,1.0526315789473684,0.6026315789473684,0.9662447257383966,0
7542.0,3.3461538461538463,0.833554376657825,0.8944497153700189,1
5958.0,0.8256880733944955,0.6073394495412844,0.844327924608517,1
1940.5,0.27450980392156865,0.6794467787114846,0.8298054308317298,0
2490.0,0.22950819672131148,0.7289227166276346,0.866689871214758,0
4172.5,0.7582417582417582,0.6645166427775123,0.8751966439433665,0
2091.5,1.5,0.658947700063012,0.9521966765308445,0
12119.5,1.0827067669172932,0.6328059732664996,0.829704935989594,1
19225.5,0.6085106382978723,0.572102365719387,0.8028689551490854,0
21954.0,1.9926470588235294,0.5956696331669199,0.6960795193329,1
13121.5,1.0387596899224807,0.759082494504223,0.944400460630488,1
18007.0,1.633587786259542,0.6423271741456802,0.8540396974080485,1
10194.5,1.1965811965811965,0.6223748473748474,0.7432560513269175,0
20120.5,1.4037267080745341,0.5529736711922167,0.7747593376973431,0
16265.5,1.2,0.4425986394557823,0.73491471817463,1
9637.5,1.1869918699186992,0.5366688940862011,0.7808385659307272,0
5235.0,3.0163934426229506,0.4664112615823236,0.6814188089814514,1
5388.5,0.9607843137254902,0.5390656262505003,0.8356206869814685,0
7420.5,2.1123595505617976,0.44349151326798947,0.6489571035025581,0
9649.5,1.9789473684210526,0.5402855543113102,0.7786250302590172,1
3702.5,3.3214285714285716,0.3554627496159754,0.576354296388543,1
5673.0,2.769230769230769,0.4848717948717949,0.7166498231430015,1
5306.5,2.746268656716418,0.4304428942245295,0.6465427962229668,1
5398.5,2.7058823529411766,0.4314657928388747,0.6734655688622755,1
7283.0,2.506849315068493,0.5451755370910997,0.7864586145456509,1
2761.5,2.625,0.6575,0.858141702921069,1
646.0,1.6363636363636365,0.8156565656565656,0.9486049926578561,0
5482.0,3.2758620689655173,0.49745916515426497,0.7264294706155171,1
6867.0,3.032258064516129,0.5891386410432395,0.8023133543638276,1
2902.0,0.75,0.6045833333333334,0.8738331827762722,1
3327.0,0.8939393939393939,0.8543913713405239,0.9780978979861825,1
8894.5,2.088888888888889,0.5256796690307328,0.7504640566992913,1
4580.0,1.011764705882353,0.6265389876880985,0.899803536345776,1
7840.0,2.1744186046511627,0.4875015545330183,0.748020227077569,1
4696.5,3.5,0.9292639493470518,0.9926027686780091,1
3712.5,3.125,0.7425,0.9244272908366534,1
4485.5,4.1063829787234045,0.49448792856355417,0.713967369677676,1
3600.5,3.4871794871794872,0.6788273001508296,0.825802752293578,1
4237.5,3.537037037037037,0.4108493310063991,0.6336922386720503,1
23404.5,0.6591639871382636,0.3671006195592503,0.6636468036238357,1
15105.5,0.6363636363636364,0.4448420060664959,0.8574145026252306,1
15691.5,0.5243445692883895,0.4197833065810594,0.8628103263409672,1
14296.5,5.444444444444445,0.6615993336109954,0.7754664786287698,1
12771.0,0.6105769230769231,0.4834569957601454,0.7495818048422597,1
34542.0,1.021978021978022,0.45350348576155025,0.8364085427865756,1
85126.5,0.6378205128205128,0.3427655102435253,0.8414827628815026,1
79623.0,0.6553571428571429,0.3874221486959907,0.8243101243872517,1
32545.5,1.4156626506024097,0.8342860804921814,0.9365072513812155,0
120939.0,0.6391382405745063,0.6099035765436831,0.7119125966128833,0
3360.0,3.6451612903225805,0.959177847559235,1.0,0
13790.0,0.7654320987654321,0.6864794902429311,0.8800816899610696,0
2696.5,3.0,0.9353104405133541,0.9798328488372093,0
8400.0,1.65,0.509090909090909,0.6991551874817928,1
4866.0,2.4583333333333335,0.8591101694915254,0.8972893232528121,1
5294.5,2.7291666666666665,0.8420006361323156,0.8856641017062563,1
9417.0,5.333333333333333,0.766357421875,0.8789434384916931,1
46027.0,0.7803468208092486,0.49268893170627276,0.8314726497579304,1
27710.5,0.778169014084507,0.44150309094385315,0.9740755061867267,1
59579.0,1.0444915254237288,0.25603792072059683,0.8307514257428503,1
17222.5,0.6855670103092784,0.667487016510348,0.899582136328023,0
42888.0,4.7254901960784315,0.8723456187454235,0.9627692411300551,1
2734.5,1.5964912280701755,0.5271833429728167,0.7953752181500873,0
4670.5,0.9166666666666666,0.43682192293303407,0.7150731072494833,0
4238.0,0.7946428571428571,0.4251605136436597,0.6328206659698372,0
1895.0,0.9830508474576272,0.5537697253068381,0.7953830010493179,0
2144.5,0.7936507936507936,0.6807936507936508,0.8600360938439944,0
1495.0,1.1136363636363635,0.6934137291280148,0.8656629994209613,0
2403.0,0.7384615384615385,0.7701923076923077,0.9189292543021033,0
1486.0,1.175,0.7904255319148936,0.9375394321766561,0
1460.5,1.0930232558139534,0.7226620484908461,0.8919083969465649,0
3569.0,0.5555555555555556,0.5507716049382716,0.7745225694444444,0
876.5,2.85,0.768859649122807,0.9511665762344005,0
6466.5,2.0625,0.4898863636363636,0.6564641388761991,0
2472.0,0.8554216867469879,0.4194807398608519,0.7206997084548105,0
2025.5,0.9897959183673469,0.21307595203029667,0.529819513471096,0
1768.5,0.8596491228070176,0.6331901181525241,0.8371597633136094,0
2967.5,0.4895833333333333,0.6576906028368794,0.7658064516129032,0
1088.0,0.9210526315789473,0.8180451127819549,0.945264986967854,0
1332.5,0.6666666666666666,0.8675130208333334,0.9634851771511207,0
3241.5,0.3053435114503817,0.6186068702290076,0.8420574100532536,0
932.5,0.7037037037037037,0.45443469785575047,0.8126361655773421,0
223.5,0.45454545454545453,0.45151515151515154,0.8039568345323741,0
351.5,0.3404255319148936,0.46742021276595747,0.8270588235294117,0
1559.0,1.0298507462686568,0.3372269089335929,0.585100394070182,0
338.0,0.4473684210526316,0.5232198142414861,0.8767833981841764,0
464.0,0.2833333333333333,0.4549019607843137,0.760655737704918,0
300.0,0.32608695652173914,0.43478260869565216,0.7702182284980744,0
